,分頁,項目,Code,繁中文案,簡中文案,英文文案,韓文文案,zh-TW.json,en-US.json,zh-CN.json,ko-KR.json
,,,landing_bonus_t_footnote,*當好友完成註冊及首筆跟投時，可獲得獎勵,*当好友完成注册及首笔跟投时，可获得奖励,*Rewards will be received after each referral completes registration and makes his first investment.,친구가 되면 등록 및 첫 번째 투자 시에 보상금을 받을 수 있습니다.,"landing_bonus_t_footnote: ""*當好友完成註冊及首筆跟投時，可獲得獎勵"",","landing_bonus_t_footnote: ""*Rewards will be received after each referral completes registration and makes his first investment."",","landing_bonus_t_footnote: ""*当好友完成注册及首笔跟投时，可获得奖励"",","landing_bonus_t_footnote: ""친구가 되면 등록 및 첫 번째 투자 시에 보상금을 받을 수 있습니다."","
,,,landing_bonus_b_bcnt,了解 BCNT,了解 BCNT,What's BCNT,BCNT란?,"landing_bonus_b_bcnt: ""了解 BCNT"",","landing_bonus_b_bcnt: ""What\'s BCNT"",","landing_bonus_b_bcnt: ""了解 BCNT"",","landing_bonus_b_bcnt: ""BCNT란?"","
,,,landing_tutorial_t_title,如何開始,如何开始,HOW TO START,시작하는 방법,"landing_tutorial_t_title: ""如何開始"",","landing_tutorial_t_title: ""HOW TO START"",","landing_tutorial_t_title: ""如何开始"",","landing_tutorial_t_title: ""시작하는 방법"","
,,,landing_tutorial_t_desc,以下指示將協助您儘快熟悉 Bincentive 平台！,以下指示将协助您儘快熟悉 Bincentive 平台！,The instructions below will help you on board and put you on the fast track to success!,아래의 설명은 귀하가 Bincentive 플랫폼을 빨리 익힐 수 있도록 도와드릴 것입니다！,"landing_tutorial_t_desc: ""以下指示將協助您儘快熟悉 Bincentive 平台！"",","landing_tutorial_t_desc: ""The instructions below will help you on board and put you on the fast track to success!"",","landing_tutorial_t_desc: ""以下指示将协助您儘快熟悉 Bincentive 平台！"",","landing_tutorial_t_desc: ""아래의 설명은 귀하가 Bincentive 플랫폼을 빨리 익힐 수 있도록 도와드릴 것입니다！"","
,,,landing_tutorial_t_one_title,1. 註冊,1. 注册,1. Sign Up,1. 회원 가입,"landing_tutorial_t_one_title: ""1. 註冊"",","landing_tutorial_t_one_title: ""1. Sign Up"",","landing_tutorial_t_one_title: ""1. 注册"",","landing_tutorial_t_one_title: ""1. 회원 가입"","
,,,landing_tutorial_t_one_desc,簡單驗證您的電子信箱與電話即可建立Bincentive帳戶,简单验证您的电子邮箱与电话即可建立Bincentive帐户,Set up your Bincentive account by simply verifying your email and phone number.,간단한 이메일과 전화번호 인증으로 Bincentive 계좌를 즉시 설정할 수 있습니다.,"landing_tutorial_t_one_desc: ""簡單驗證您的電子信箱與電話即可建立Bincentive帳戶"",","landing_tutorial_t_one_desc: ""Set up your Bincentive account by simply verifying your email and phone number."",","landing_tutorial_t_one_desc: ""简单验证您的电子邮箱与电话即可建立Bincentive帐户"",","landing_tutorial_t_one_desc: ""간단한 이메일과 전화번호 인증으로 Bincentive 계좌를 즉시 설정할 수 있습니다."","
,,,landing_tutorial_t_two_title,2. 選擇策略,2. 选择策略,2. Select Your Strategies,2. 전략을 선택하십시오.,"landing_tutorial_t_two_title: ""2. 選擇策略"",","landing_tutorial_t_two_title: ""2. Select Your Strategies"",","landing_tutorial_t_two_title: ""2. 选择策略"",","landing_tutorial_t_two_title: ""2. 전략을 선택하십시오."","
,,,landing_tutorial_t_two_desc,根據策略類型、利潤表現和您的風險偏好選擇交易策略。,根据策略类型、利润表现和您的风险偏好选择交易策略。,"Select trading strategies based on strategy type, profit performance, and risk tolerance.",전략 유형,"landing_tutorial_t_two_desc: ""根據策略類型、利潤表現和您的風險偏好選擇交易策略。"",","landing_tutorial_t_two_desc: ""Select trading strategies based on strategy type, profit performance, and risk tolerance."",","landing_tutorial_t_two_desc: ""根据策略类型、利润表现和您的风险偏好选择交易策略。"",","landing_tutorial_t_two_desc: ""전략 유형"","
,,,landing_tutorial_t_three_title,3. 跟投,3. 跟投,3. Invest,3. 투자,"landing_tutorial_t_three_title: ""3. 跟投"",","landing_tutorial_t_three_title: ""3. Invest"",","landing_tutorial_t_three_title: ""3. 跟投"",","landing_tutorial_t_three_title: ""3. 투자"","
,,,landing_tutorial_t_three_desc,Bincentive是一個幣幣交易平台。使用智能合約存入BCNT（Bincentive Token）並投入您選擇的投資策略。,Bincentive是一个币币交易平台。使用智能合约存入BCNT（Bincentive Token）并投入您选择的投资策略。,Bincentive is a crypto-to-crypto trading platform. Simply deposit BCNT (Bincentive Token) using a smart contract and stake your chosen investment strategies.,Bincentive는 암호 화페 대 암호 화폐 거래 플랫폼입니다.스마트 계약 예금 BCNT（Bincentive Token)를 사용하여 귀하가 선택하신 투자 전략을 실행하십시오.,"landing_tutorial_t_three_desc: ""Bincentive是一個幣幣交易平台。使用智能合約存入BCNT（Bincentive Token）並投入您選擇的投資策略。"",","landing_tutorial_t_three_desc: ""Bincentive is a crypto-to-crypto trading platform. Simply deposit BCNT (Bincentive Token) using a smart contract and stake your chosen investment strategies."",","landing_tutorial_t_three_desc: ""Bincentive是一个币币交易平台。使用智能合约存入BCNT（Bincentive Token）并投入您选择的投资策略。"",","landing_tutorial_t_three_desc: ""Bincentive는 암호 화페 대 암호 화폐 거래 플랫폼입니다.스마트 계약 예금 BCNT（Bincentive Token)를 사용하여 귀하가 선택하신 투자 전략을 실행하십시오."","
,,,landing_tutorial_t_four_title,4. 獲利,4. 获利,4. Profit,4. 수익,"landing_tutorial_t_four_title: ""4. 獲利"",","landing_tutorial_t_four_title: ""4. Profit"",","landing_tutorial_t_four_title: ""4. 获利"",","landing_tutorial_t_four_title: ""4. 수익"","
,,,landing_tutorial_t_four_desc,等待投資策略獲利，當在正向投資收益的情況下，才需支付分潤獎勵給交易專家。,等待投资策略获利，当在正向投资收益的情况下，才需支付分润奖励给交易专家。,Allow the trading strategies to mature and profit. A nominal fee will only ever be charged when strategies have positive gains.,거래 전략을 숙지하고 이익을 얻을 수 있도록 허용합니다.소액의 수수료는 전략이 긍정적인 이득을 얻을 때만 부과됩니다.,"landing_tutorial_t_four_desc: ""等待投資策略獲利，當在正向投資收益的情況下，才需支付分潤獎勵給交易專家。"",","landing_tutorial_t_four_desc: ""Allow the trading strategies to mature and profit. A nominal fee will only ever be charged when strategies have positive gains."",","landing_tutorial_t_four_desc: ""等待投资策略获利，当在正向投资收益的情况下，才需支付分润奖励给交易专家。"",","landing_tutorial_t_four_desc: ""거래 전략을 숙지하고 이익을 얻을 수 있도록 허용합니다.소액의 수수료는 전략이 긍정적인 이득을 얻을 때만 부과됩니다."","
,,,landing_invest_t_title,開始跟投,开始跟投,START TO INVEST NOW!,투자 시작,"landing_invest_t_title: ""開始跟投"",","landing_invest_t_title: ""START TO INVEST NOW!"",","landing_invest_t_title: ""开始跟投"",","landing_invest_t_title: ""투자 시작"","
,,,landing_invest_p_email,電子信箱,电子邮箱,Email,이메일,"landing_invest_p_email: ""電子信箱"",","landing_invest_p_email: ""Email"",","landing_invest_p_email: ""电子邮箱"",","landing_invest_p_email: ""이메일"","
,,,landing_invest_p_password,密碼,密码,Password,비밀번호,"landing_invest_p_password: ""密碼"",","landing_invest_p_password: ""Password"",","landing_invest_p_password: ""密码"",","landing_invest_p_password: ""비밀번호"","
,,,landing_invest_p_conform_password,確認密碼,确认密码,Confirm Password,비밀번호 확인,"landing_invest_p_conform_password: ""確認密碼"",","landing_invest_p_conform_password: ""Confirm Password"",","landing_invest_p_conform_password: ""确认密码"",","landing_invest_p_conform_password: ""비밀번호 확인"","
,,,landing_bcnt_t_title_first,Bincentive 代幣,Bincentive 代币,Bincentive Token,Bincentive 토큰,"landing_bcnt_t_title_first: ""Bincentive 代幣"",","landing_bcnt_t_title_first: ""Bincentive Token"",","landing_bcnt_t_title_first: ""Bincentive 代币"",","landing_bcnt_t_title_first: ""Bincentive 토큰"","
,,,landing_bcnt_t_title_second,(BCNT),(BCNT),(BCNT),(BCNT),"landing_bcnt_t_title_second: ""(BCNT)"",","landing_bcnt_t_title_second: ""(BCNT)"",","landing_bcnt_t_title_second: ""(BCNT)"",","landing_bcnt_t_title_second: ""(BCNT)"","
,,,landing_bcnt_t_desc,跟投功能型代幣,跟投功能型代币,The Official Mirror Trading Utility Token,공식 미러 트레이딩 유틸리티 토큰,"landing_bcnt_t_desc: ""跟投功能型代幣"",","landing_bcnt_t_desc: ""The Official Mirror Trading Utility Token"",","landing_bcnt_t_desc: ""跟投功能型代币"",","landing_bcnt_t_desc: ""공식 미러 트레이딩 유틸리티 토큰"","
,,,landing_bcnt_t_sectionone_title,BCNT 是什麼？,BCNT 是什么？,WHAT IS BCNT,BCNT란？,"landing_bcnt_t_sectionone_title: ""BCNT 是什麼？"",","landing_bcnt_t_sectionone_title: ""WHAT IS BCNT"",","landing_bcnt_t_sectionone_title: ""BCNT 是什么？"",","landing_bcnt_t_sectionone_title: ""BCNT란？"","
,,,landing_bcnt_t_sectionone_title_bold,BCNT,BCNT,BCNT,BCNT,"landing_bcnt_t_sectionone_title_bold: ""BCNT"",","landing_bcnt_t_sectionone_title_bold: ""BCNT"",","landing_bcnt_t_sectionone_title_bold: ""BCNT"",","landing_bcnt_t_sectionone_title_bold: ""BCNT"","
,,,landing_bcnt_t_sectionone_desc,BCNT 代幣是建立在以太坊區塊鏈上的功能型代幣，符合 ERC20 及 ERC865 標準。會員使用 Bincentive 平台時，需要 BCNT 作為跟投押金，此數量將依據策略績效及交易專家而有所差異。,BCNT 代币是建立在以太坊区块链上的功能型代币，符合 ERC20 及 ERC865 标准。会员使用 Bincentive 平台时，需要 BCNT 作为跟投押金，此数量将依据策略绩效及交易专家而有所差异。,"BCNT is an ERC20 utility token built on the Ethereum blockchain (which also supports ERC865 standard). It is designed to be used by members on the Bincentive platform, where demand correlates with trading volume and activity on the platform.",BCNT는 Ethereum(이더리움) 블록체인(ERC865 표준 지원)에 구축된 ERC20 유틸리티 토큰입니다.그것은 수요가 플랫폼의 거래량 및 활동과 관련이 있는 Bincentive 플랫폼 상의 회원들이 사용하도록 설계되었습니다.,"landing_bcnt_t_sectionone_desc: ""BCNT 代幣是建立在以太坊區塊鏈上的功能型代幣，符合 ERC20 及 ERC865 標準。會員使用 Bincentive 平台時，需要 BCNT 作為跟投押金，此數量將依據策略績效及交易專家而有所差異。"",","landing_bcnt_t_sectionone_desc: ""BCNT is an ERC20 utility token built on the Ethereum blockchain (which also supports ERC865 standard). It is designed to be used by members on the Bincentive platform, where demand correlates with trading volume and activity on the platform."",","landing_bcnt_t_sectionone_desc: ""BCNT 代币是建立在以太坊区块链上的功能型代币，符合 ERC20 及 ERC865 标准。会员使用 Bincentive 平台时，需要 BCNT 作为跟投押金，此数量将依据策略绩效及交易专家而有所差异。"",","landing_bcnt_t_sectionone_desc: ""BCNT는 Ethereum(이더리움) 블록체인(ERC865 표준 지원)에 구축된 ERC20 유틸리티 토큰입니다.그것은 수요가 플랫폼의 거래량 및 활동과 관련이 있는 Bincentive 플랫폼 상의 회원들이 사용하도록 설계되었습니다."","
,,,landing_bcnt_t_sectionone_symbol,符號,符号,symbol,부호,"landing_bcnt_t_sectionone_symbol: ""符號"",","landing_bcnt_t_sectionone_symbol: ""symbol"",","landing_bcnt_t_sectionone_symbol: ""符号"",","landing_bcnt_t_sectionone_symbol: ""부호"","
,,,landing_bcnt_t_sectionone_contract,合約位址,合约位址,contract,약정,"landing_bcnt_t_sectionone_contract: ""合約位址"",","landing_bcnt_t_sectionone_contract: ""contract"",","landing_bcnt_t_sectionone_contract: ""合约位址"",","landing_bcnt_t_sectionone_contract: ""약정"","
,,,landing_bcnt_t_sectionone_decimal,,,decimals,소수,"landing_bcnt_t_sectionone_decimal: """",","landing_bcnt_t_sectionone_decimal: ""decimals"",","landing_bcnt_t_sectionone_decimal: """",","landing_bcnt_t_sectionone_decimal: ""소수"","
,,,landing_bcnt_b_sectionone_view_ether,在 Etherscan 上查看,在 Etherscan 上查看,View on Etherscan,Etherscan(이더리움)에서 조회,"landing_bcnt_b_sectionone_view_ether: ""在 Etherscan 上查看"",","landing_bcnt_b_sectionone_view_ether: ""View on Etherscan"",","landing_bcnt_b_sectionone_view_ether: ""在 Etherscan 上查看"",","landing_bcnt_b_sectionone_view_ether: ""Etherscan(이더리움)에서 조회"","
,,,landing_bcnt_t_sectiontwo_title_one,成為 Bincentive 投資先鋒！,成为 Bincentive 投资先锋！,Purchase early and receive,Bincentive로 앞선 투자를 하십시오！,"landing_bcnt_t_sectiontwo_title_one: ""成為 Bincentive 投資先鋒！"",","landing_bcnt_t_sectiontwo_title_one: ""Purchase early and receive"",","landing_bcnt_t_sectiontwo_title_one: ""成为 Bincentive 投资先锋！"",","landing_bcnt_t_sectiontwo_title_one: ""Bincentive로 앞선 투자를 하십시오！"","
,,,landing_bcnt_t_sectiontwo_title_two,,,higher potential returns!,고 잠재적 수익률,"landing_bcnt_t_sectiontwo_title_two: """",","landing_bcnt_t_sectiontwo_title_two: ""higher potential returns!"",","landing_bcnt_t_sectiontwo_title_two: """",","landing_bcnt_t_sectiontwo_title_two: ""고 잠재적 수익률"","
,,,landing_bcnt_t_sectiontwo_desc,投資Bincentive智能跟投平台，與我們一同成長！以優惠價格購買BCNP：1 BCNP=0.2 USDT,投资Bincentive智能跟投平台，与我们一同成长！以优惠价格购买BCNP：1 BCNP=0.2 USDT,Become an early investment member in an innovative trading platform with high potential investment growth. Purchase BNCP at a discounted rate: 1 BCNP =0.2 USDT.,투자 성장 가능성이 높은 혁신적인 거래 플랫폼 Bincentive에서 초기 투자 멤버가 됩시다! 1 BCNP = 0.2 USDT 의 우대 가격으로 BCNP를 구입하십시오.,"landing_bcnt_t_sectiontwo_desc: ""投資Bincentive智能跟投平台，與我們一同成長！以優惠價格購買BCNP：1 BCNP=0.2 USDT"",","landing_bcnt_t_sectiontwo_desc: ""Become an early investment member in an innovative trading platform with high potential investment growth. Purchase BNCP at a discounted rate: 1 BCNP =0.2 USDT."",","landing_bcnt_t_sectiontwo_desc: ""投资Bincentive智能跟投平台，与我们一同成长！以优惠价格购买BCNP：1 BCNP=0.2 USDT"",","landing_bcnt_t_sectiontwo_desc: ""투자 성장 가능성이 높은 혁신적인 거래 플랫폼 Bincentive에서 초기 투자 멤버가 됩시다! 1 BCNP = 0.2 USDT 의 우대 가격으로 BCNP를 구입하십시오."","
,,,landing_bcnt_t_sectiontwo_token_presale,代幣預售,代币预售,Token Pre-sale,토큰 예매,"landing_bcnt_t_sectiontwo_token_presale: ""代幣預售"",","landing_bcnt_t_sectiontwo_token_presale: ""Token Pre-sale"",","landing_bcnt_t_sectiontwo_token_presale: ""代币预售"",","landing_bcnt_t_sectiontwo_token_presale: ""토큰 예매"","
,,,landing_bcnt_t_sectiontwo_contact_us,聯絡我們,联络我们,contact us,연락처,"landing_bcnt_t_sectiontwo_contact_us: ""聯絡我們"",","landing_bcnt_t_sectiontwo_contact_us: ""contact us"",","landing_bcnt_t_sectiontwo_contact_us: ""联络我们"",","landing_bcnt_t_sectiontwo_contact_us: ""연락처"","
,,,landing_bcnt_t_sectiontwo_email_sub,我想參與 BCNP 預售,我想参与 BCNP 预售,I am interested in BCNP purchase,BCNP 예매에 참여하고 싶습니다.,"landing_bcnt_t_sectiontwo_email_sub: ""我想參與 BCNP 預售"",","landing_bcnt_t_sectiontwo_email_sub: ""I am interested in BCNP purchase"",","landing_bcnt_t_sectiontwo_email_sub: ""我想参与 BCNP 预售"",","landing_bcnt_t_sectiontwo_email_sub: ""BCNP 예매에 참여하고 싶습니다."","
,,,landing_bcnt_t_sectiontwo_footnote,*BCNP為僅在公開預售期間提供的首要代幣，將被作為協助建立Bincentive生態系統的獎勵。一但正式上架至交易所後，所有公開預售期間所購買 的 BCNP 將自動轉換為BCNT，其比例為1:1。,*BCNP为仅在公开预售期间提供的首要代币，将被作为协助建立Bincentive生态系统的奖励。一但正式上架至交易所后，所有公开预售期间所购买 的 BCNP 将自动转换为BCNT，其比例为1:1。,"*BCNP is a premier token offered only during public pre-sale and serve as a reward for establishing the Bincentive ecosystems. Upon completion of exchange listing, all presale BCNP will be automatically converted to BCNT at a 1:1 ratio and will be exchangeable after 5/30/2019.",BCNT는 공개 판매 전에서만 제공되는 최고의 토큰이며 Bincentive 생태계를 수립하는 데 대한 보상 역할을 합니다.교환 목록 작성이 완료되면 모든 사전 판매 BCNT는 1 : 1 비율로 BCNT로 자동으로 변환되며 5/30/2019 이후에 교환 가능합니다.,"landing_bcnt_t_sectiontwo_footnote: ""*BCNP為僅在公開預售期間提供的首要代幣，將被作為協助建立Bincentive生態系統的獎勵。一但正式上架至交易所後，所有公開預售期間所購買 的 BCNP 將自動轉換為BCNT，其比例為1:1。"",","landing_bcnt_t_sectiontwo_footnote: ""*BCNP is a premier token offered only during public pre-sale and serve as a reward for establishing the Bincentive ecosystems. Upon completion of exchange listing, all presale BCNP will be automatically converted to BCNT at a 1:1 ratio and will be exchangeable after 5/30/2019."",","landing_bcnt_t_sectiontwo_footnote: ""*BCNP为仅在公开预售期间提供的首要代币，将被作为协助建立Bincentive生态系统的奖励。一但正式上架至交易所后，所有公开预售期间所购买 的 BCNP 将自动转换为BCNT，其比例为1:1。"",","landing_bcnt_t_sectiontwo_footnote: ""BCNT는 공개 판매 전에서만 제공되는 최고의 토큰이며 Bincentive 생태계를 수립하는 데 대한 보상 역할을 합니다.교환 목록 작성이 완료되면 모든 사전 판매 BCNT는 1 : 1 비율로 BCNT로 자동으로 변환되며 5/30/2019 이후에 교환 가능합니다."","
